Day_Index,Date_Range,Segment,Sessions
8/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
8/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,128
8/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
8/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,107
8/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,61
8/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,40
8/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,22
8/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,69
8/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,70
8/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,127
8/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,66
8/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,118
8/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,102
8/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,136
8/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,104
8/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,129
8/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,89
8/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,104
8/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,64
8/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,47
8/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,25
8/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,56
8/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,38
8/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,139
8/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,61
8/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,133
8/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,74
8/31/16,"Oct 1, 2015 - Jan 23, 2017",New Users,146
8/31/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,74
9/1/16,"Oct 1, 2015 - Jan 23, 2017",New Users,129
9/1/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,59
9/2/16,"Oct 1, 2015 - Jan 23, 2017",New Users,98
9/2/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,58
9/3/16,"Oct 1, 2015 - Jan 23, 2017",New Users,33
9/3/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,22
9/4/16,"Oct 1, 2015 - Jan 23, 2017",New Users,48
9/4/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,27
9/5/16,"Oct 1, 2015 - Jan 23, 2017",New Users,80
9/5/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,58
9/6/16,"Oct 1, 2015 - Jan 23, 2017",New Users,203
9/6/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,52
9/7/16,"Oct 1, 2015 - Jan 23, 2017",New Users,172
9/7/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,91
9/8/16,"Oct 1, 2015 - Jan 23, 2017",New Users,142
9/8/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,72
9/9/16,"Oct 1, 2015 - Jan 23, 2017",New Users,111
9/9/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,75
9/10/16,"Oct 1, 2015 - Jan 23, 2017",New Users,49
9/10/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,38
9/11/16,"Oct 1, 2015 - Jan 23, 2017",New Users,56
9/11/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,32
9/12/16,"Oct 1, 2015 - Jan 23, 2017",New Users,150
9/12/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,80
9/13/16,"Oct 1, 2015 - Jan 23, 2017",New Users,144
9/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,82
9/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,158
9/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,90
9/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,150
9/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,81
9/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,99
9/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,84
9/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,59
9/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,55
9/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,73
9/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,48
9/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,131
9/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,93
9/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,133
9/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,100
9/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,159
9/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,86
9/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,142
9/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,103
9/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,112
9/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,70
9/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,43
9/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,26
9/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,56
9/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,41
9/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,150
9/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,83
9/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,165
9/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,100
9/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,140
9/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,106
9/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,141
9/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,100
9/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,111
9/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,99
10/1/16,"Oct 1, 2015 - Jan 23, 2017",New Users,48
10/1/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,17
10/2/16,"Oct 1, 2015 - Jan 23, 2017",New Users,60
10/2/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,43
10/3/16,"Oct 1, 2015 - Jan 23, 2017",New Users,147
10/3/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,108
10/4/16,"Oct 1, 2015 - Jan 23, 2017",New Users,159
10/4/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,77
10/5/16,"Oct 1, 2015 - Jan 23, 2017",New Users,147
10/5/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,92
10/6/16,"Oct 1, 2015 - Jan 23, 2017",New Users,167
10/6/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,108
10/7/16,"Oct 1, 2015 - Jan 23, 2017",New Users,139
10/7/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,91
10/8/16,"Oct 1, 2015 - Jan 23, 2017",New Users,61
10/8/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,36
10/9/16,"Oct 1, 2015 - Jan 23, 2017",New Users,73
10/9/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,38
10/10/16,"Oct 1, 2015 - Jan 23, 2017",New Users,144
10/10/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,98
10/11/16,"Oct 1, 2015 - Jan 23, 2017",New Users,164
10/11/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,105
10/12/16,"Oct 1, 2015 - Jan 23, 2017",New Users,177
10/12/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,109
10/13/16,"Oct 1, 2015 - Jan 23, 2017",New Users,144
10/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,108
10/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,136
10/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,80
10/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,61
10/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,36
10/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,66
10/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,63
10/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,161
10/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,104
10/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,149
10/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,96
10/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,172
10/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,110
10/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,159
10/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,94
10/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,136
10/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
10/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,64
10/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,25
10/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,98
10/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,47
10/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,157
10/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,95
10/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,154
10/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,93
10/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,208
10/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,21
10/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,192
10/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,56
10/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,183
10/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,79
10/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,150
10/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,41
10/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,123
10/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,55
10/31/16,"Oct 1, 2015 - Jan 23, 2017",New Users,176
10/31/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,89
11/1/16,"Oct 1, 2015 - Jan 23, 2017",New Users,168
11/1/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,77
11/2/16,"Oct 1, 2015 - Jan 23, 2017",New Users,167
11/2/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,83
11/3/16,"Oct 1, 2015 - Jan 23, 2017",New Users,169
11/3/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,106
11/4/16,"Oct 1, 2015 - Jan 23, 2017",New Users,137
11/4/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,89
11/5/16,"Oct 1, 2015 - Jan 23, 2017",New Users,73
11/5/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,38
11/6/16,"Oct 1, 2015 - Jan 23, 2017",New Users,105
11/6/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,56
11/7/16,"Oct 1, 2015 - Jan 23, 2017",New Users,170
11/7/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,93
11/8/16,"Oct 1, 2015 - Jan 23, 2017",New Users,157
11/8/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,100
11/9/16,"Oct 1, 2015 - Jan 23, 2017",New Users,161
11/9/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,84
11/10/16,"Oct 1, 2015 - Jan 23, 2017",New Users,167
11/10/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,81
11/11/16,"Oct 1, 2015 - Jan 23, 2017",New Users,123
11/11/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,53
11/12/16,"Oct 1, 2015 - Jan 23, 2017",New Users,76
11/12/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,28
11/13/16,"Oct 1, 2015 - Jan 23, 2017",New Users,127
11/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,48
11/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,188
11/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,112
11/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,211
11/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,113
11/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,551
11/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,131
11/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,303
11/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,100
11/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,257
11/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,88
11/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,172
11/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,60
11/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,150
11/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,72
11/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,199
11/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,132
11/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,201
11/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,121
11/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,186
11/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,92
11/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,156
11/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,99
11/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,127
11/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,69
11/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,74
11/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,39
11/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,109
11/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,54
11/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,165
11/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,99
11/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,172
11/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,102
11/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,189
11/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,103
12/1/16,"Oct 1, 2015 - Jan 23, 2017",New Users,183
12/1/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,88
12/2/16,"Oct 1, 2015 - Jan 23, 2017",New Users,132
12/2/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,74
12/3/16,"Oct 1, 2015 - Jan 23, 2017",New Users,79
12/3/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,40
12/4/16,"Oct 1, 2015 - Jan 23, 2017",New Users,114
12/4/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,73
12/5/16,"Oct 1, 2015 - Jan 23, 2017",New Users,223
12/5/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,131
12/6/16,"Oct 1, 2015 - Jan 23, 2017",New Users,195
12/6/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,104
12/7/16,"Oct 1, 2015 - Jan 23, 2017",New Users,175
12/7/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,96
12/8/16,"Oct 1, 2015 - Jan 23, 2017",New Users,149
12/8/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,105
12/9/16,"Oct 1, 2015 - Jan 23, 2017",New Users,156
12/9/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,78
12/10/16,"Oct 1, 2015 - Jan 23, 2017",New Users,108
12/10/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,47
12/11/16,"Oct 1, 2015 - Jan 23, 2017",New Users,119
12/11/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,70
12/12/16,"Oct 1, 2015 - Jan 23, 2017",New Users,172
12/12/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,113
12/13/16,"Oct 1, 2015 - Jan 23, 2017",New Users,186
12/13/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,117
12/14/16,"Oct 1, 2015 - Jan 23, 2017",New Users,171
12/14/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,79
12/15/16,"Oct 1, 2015 - Jan 23, 2017",New Users,175
12/15/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,71
12/16/16,"Oct 1, 2015 - Jan 23, 2017",New Users,116
12/16/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,63
12/17/16,"Oct 1, 2015 - Jan 23, 2017",New Users,75
12/17/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,28
12/18/16,"Oct 1, 2015 - Jan 23, 2017",New Users,101
12/18/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,41
12/19/16,"Oct 1, 2015 - Jan 23, 2017",New Users,240
12/19/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,86
12/20/16,"Oct 1, 2015 - Jan 23, 2017",New Users,271
12/20/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,113
12/21/16,"Oct 1, 2015 - Jan 23, 2017",New Users,232
12/21/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,106
12/22/16,"Oct 1, 2015 - Jan 23, 2017",New Users,174
12/22/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,79
12/23/16,"Oct 1, 2015 - Jan 23, 2017",New Users,99
12/23/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,57
12/24/16,"Oct 1, 2015 - Jan 23, 2017",New Users,55
12/24/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,24
12/25/16,"Oct 1, 2015 - Jan 23, 2017",New Users,71
12/25/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,32
12/26/16,"Oct 1, 2015 - Jan 23, 2017",New Users,106
12/26/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,61
12/27/16,"Oct 1, 2015 - Jan 23, 2017",New Users,121
12/27/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,63
12/28/16,"Oct 1, 2015 - Jan 23, 2017",New Users,101
12/28/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,72
12/29/16,"Oct 1, 2015 - Jan 23, 2017",New Users,116
12/29/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,73
12/30/16,"Oct 1, 2015 - Jan 23, 2017",New Users,86
12/30/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,52
12/31/16,"Oct 1, 2015 - Jan 23, 2017",New Users,52
12/31/16,"Oct 1, 2015 - Jan 23, 2017",Returning Users,29
1/1/17,"Oct 1, 2015 - Jan 23, 2017",New Users,64
1/1/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,42
1/2/17,"Oct 1, 2015 - Jan 23, 2017",New Users,96
1/2/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,74
1/3/17,"Oct 1, 2015 - Jan 23, 2017",New Users,171
1/3/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,116
1/4/17,"Oct 1, 2015 - Jan 23, 2017",New Users,163
1/4/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,100
1/5/17,"Oct 1, 2015 - Jan 23, 2017",New Users,151
1/5/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,99
1/6/17,"Oct 1, 2015 - Jan 23, 2017",New Users,106
1/6/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,69
1/7/17,"Oct 1, 2015 - Jan 23, 2017",New Users,67
1/7/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,27
1/8/17,"Oct 1, 2015 - Jan 23, 2017",New Users,82
1/8/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,38
1/9/17,"Oct 1, 2015 - Jan 23, 2017",New Users,166
1/9/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,104
1/10/17,"Oct 1, 2015 - Jan 23, 2017",New Users,157
1/10/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,89
1/11/17,"Oct 1, 2015 - Jan 23, 2017",New Users,182
1/11/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,99
1/12/17,"Oct 1, 2015 - Jan 23, 2017",New Users,187
1/12/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,92
1/13/17,"Oct 1, 2015 - Jan 23, 2017",New Users,167
1/13/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,99
1/14/17,"Oct 1, 2015 - Jan 23, 2017",New Users,67
1/14/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,30
1/15/17,"Oct 1, 2015 - Jan 23, 2017",New Users,101
1/15/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,54
1/16/17,"Oct 1, 2015 - Jan 23, 2017",New Users,177
1/16/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,112
1/17/17,"Oct 1, 2015 - Jan 23, 2017",New Users,167
1/17/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,113
1/18/17,"Oct 1, 2015 - Jan 23, 2017",New Users,185
1/18/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,87
1/19/17,"Oct 1, 2015 - Jan 23, 2017",New Users,180
1/19/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,98
1/20/17,"Oct 1, 2015 - Jan 23, 2017",New Users,130
1/20/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,91
1/21/17,"Oct 1, 2015 - Jan 23, 2017",New Users,80
1/21/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,43
1/22/17,"Oct 1, 2015 - Jan 23, 2017",New Users,102
1/22/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,54
1/23/17,"Oct 1, 2015 - Jan 23, 2017",New Users,200
1/23/17,"Oct 1, 2015 - Jan 23, 2017",Returning Users,102
